,leid0_1,leid0_2,leid0_3,leid0_4,leid0_5,leid0_6,leid0_7,leid0_8,leid0_9,leid0_10,leid0_11,leid0_12,leid0_13,leid0_14,leid0_15,leid0_16,leid0_17,leid0_18,leid0_19,leid0_20,leid0_21,leid0_22,leid0_23,leid0_24,leid0_25,leid0_26,leid0_27,leid0_28,leid0_29,leid0_30,leid0_31,leid1_1,leid1_2,leid1_3,leid1_4,leid1_5,leid1_6,leid1_7,leid1_8,leid1_9,leid1_10,leid1_11,leid1_12,leid1_13,leid1_14,leid1_15,leid1_16,leid1_17,leid1_18,leid1_19,leid1_20,leid1_21,leid1_22
MRPS23,1.3698527673380104e-05,2.2157760920450123e-06,9.86017838610629e-05,1.8863900692134e-05,3.563438053924105e-05,3.878511530622007e-05,2.398822421153287e-05,2.3410331301317056e-05,0.0,0.0,2.122424897058012e-05,2.817366192049719e-06,0.0,0.0,3.122546444077781e-05,4.698143303557811e-05,0.0,8.94470680423202e-06,2.5788490418148606e-06,0.0,5.179889743269238e-05,4.011265723362073e-06,2.1553666451327747e-06,0.0,1.2490293379310745e-05,2.14782483051078e-06,3.202354302949462e-05,3.0265158826983604e-05,1.3104527949996992e-05,2.504432974453295e-06,0.0,5.796936457531939e-06,5.5086268389486255e-05,9.89050707210067e-06,2.8712510423304225e-05,1.5822570280720564e-05,4.699046344229533e-06,0.0,7.545023562026842e-05,1.841164553989222e-05,3.595873828271512e-05,0.0,2.397388443629431e-06,4.737281289452611e-05,7.892986130161682e-05,1.863786588815243e-05,2.514919700590455e-05,2.464589279411057e-05,3.028813153388492e-05,1.5299161896219325e-05,4.134659007552165e-05,2.317742840174457e-05,1.0701835371117258e-05
NDUFB10,0.0004875963035336,0.0002385129305823,0.0062109805760615,0.0013490598236251,0.0023773848964626,0.001902790519482,0.0014830601832453,0.0038490881018474,0.0012524815142383,0.0003446508062541,0.0011606925968312,0.0006104763008517,0.000576122726373,0.0005464320978833,0.0036816371791961,0.0034710743743132,0.0027694626030373,0.0028292275467085,0.0008015780955967,0.0002968899158448,0.0020606792513107,0.0006321145082856,0.0005918667973941,0.0002430841211647,0.0004219678671205,0.0001818033030241,0.0029212624400499,0.002044521721845,0.0005860368844797,0.0005220418546386,0.0004019485804597,0.0001970407050202,0.0033452520372082,0.0008899682761746,0.0025084095796816,0.0022740355141995,0.0008100296402395,0.0010966146552996,0.0024311917912555,0.0012528076098424,0.0020755952160414,0.0004695543976332,0.001200860032382,0.00205059827989,0.0040258538853955,0.0009882029780278,0.0025090616058711,0.0011210689944216,0.0026275963650802,0.0004118955206359,0.0026068262132179,0.001780853841794,0.0008879014215072
UQCR10,0.0025904646157349,0.001334642892683,0.0062347165393605,0.0002633374501502,0.007446175129475,0.0072231976118096,0.0042393934473392,0.0049334078758383,0.001445659872947,0.0012877396942718,0.0006123731393063,0.0010320175374055,0.0024073877948696,0.002319148462191,0.00427361952192,0.0003338783618556,0.0031283223486881,0.0058357762165684,0.0028011195241353,0.001982981445598,0.0048179102605664,0.0030478967929656,0.0001019387274594,0.001667738364458,0.0018279714349673,0.0006659338268816,0.0016628037993497,0.0013747926727812,0.002460044488436,0.0002021972714276,0.0018920580858288,0.0013666634757821,0.0106258595086725,0.0042398272100417,0.0044101756178733,0.0046424811061677,3.892623602051667e-05,5.480662755236675e-05,0.0012685453528266,0.0,0.0002251141374753,7.743246557299772e-05,0.0039575785426103,0.0034280735528008,0.0068791481980713,0.0001442420819673,0.0011185599014381,0.0038583542127079,0.0043504891367875,0.0026747242860229,0.0019663465930445,0.0012267267070949,0.0023548870879603
CASQ2,0.0008019004693905,0.0004682636200352,0.0019994175974354,0.0004389607686204,0.0005878253125451,0.000768485587359,0.0006295372440138,0.0008201118323157,0.0004017905236385,9.269054264067816e-05,0.0009834077070146,0.0008281627688175,0.0003363802305073,0.0002677677910533,0.0008597641859155,0.000274710876813,0.0001943999527197,0.0002792166935902,0.0002486507489557,0.0001302836659873,0.0009883561094906,0.0007183187315671,0.0007758609501969,0.000499917683786,0.0003741279935862,0.000315517939259,0.0008552894783361,0.0007117658547069,0.0005272875988697,0.0006805341266696,0.000496576897633,0.0006586315109781,0.0016657378712751,0.0013947396912775,0.0017168691908682,0.0003852643119286,0.0010417681290455,0.0004029625018473,0.0037228757929678,0.0015130245578096,0.0010497210759172,0.0007689372827772,0.00059725500306,0.0017312347109005,0.0024053264320354,0.0026675681459878,0.0019093695669555,0.0037122825814452,0.0013017134261145,0.0028604605950679,0.0025187815543716,0.0013701903440942,0.0009583567611537
PLIN4,2.90498345610295e-05,1.1463647948603707e-05,0.0004165805956502,0.0001187197415739,0.0001639790336891,0.0001824080685781,0.0001588512715558,0.000225128814657,0.0001323674353572,4.033387200739495e-05,0.0001109397143734,8.279945194096583e-05,6.800884051793438e-05,5.684731084774064e-05,0.0002062780947372,0.0001557999659959,0.0001902179821729,0.0002068420439787,0.0001098323665061,3.123150379294825e-05,0.0001966854348905,7.188191227753596e-05,8.875214693784696e-05,4.617003489836302e-05,2.730802707585036e-05,5.990248825418357e-06,0.0001959309883483,8.121537930775436e-05,6.400205502967129e-05,7.300855313442627e-05,6.925111833693013e-05,1.300064371958449e-05,0.0002432697849511,6.859977540036903e-05,0.0001445102297844,0.0001337710108546,0.0001293318552522,8.54119340866651e-05,0.0001277861802289,7.602927402884997e-05,0.0001066214178962,6.929025279632886e-05,0.0001530193601162,0.0002589292303095,0.0002649522065975,0.0001061389653026,0.0001771836607981,0.000146742707565,0.0001963891858677,6.757204887602439e-05,0.0001926565559348,0.000110283473021,9.831817855747544e-05
TRAP1,3.6828289763572135e-06,3.879790484370856e-06,0.0002739721719118,2.145001514679141e-05,8.593907961153337e-05,8.380916514275357e-05,4.891162626312558e-05,9.246534713336315e-05,8.187504230120166e-06,4.045045688259787e-06,3.896930266284398e-05,1.780018752517372e-05,1.07731716458589e-06,4.182591281071229e-07,4.8820442727516455e-05,3.979157844610362e-05,4.141987827733554e-05,3.660256730155208e-05,3.5551222095448057e-06,9.250695953069358e-07,4.418014479874976e-05,6.001647915301789e-06,1.5309782748888355e-05,1.847965638724548e-06,1.0672581555968196e-05,3.3553266149643064e-06,4.9569627307354525e-05,5.002225776259565e-06,1.3855660255877184e-05,9.423580775821455e-06,1.566554032211718e-06,5.472857530009279e-06,0.000112832812432,2.083384743189109e-05,7.59157200170687e-05,3.0102037224738195e-05,1.4049232269287471e-05,2.562346907565124e-06,6.485148493782539e-05,3.20253541385317e-05,3.841876685026822e-05,5.980170885922009e-06,3.011439084834818e-06,1.734845374732409e-05,0.0001894999366092,3.544766950665018e-05,7.494947640462363e-05,4.088499393821917e-05,0.0001055292769875,1.5190269364867732e-05,7.349389158217955e-05,6.248838765565697e-05,2.9808381707009303e-05
RAB10,7.279546040241706e-06,4.342519924272688e-06,0.0002401793899056,6.757837008754459e-05,6.27871103892182e-05,8.244402155927308e-05,5.2040722590847485e-05,0.0001014009630323,1.8569433062418003e-05,0.0,5.768264160223591e-05,1.3192870025550867e-05,1.0111334019860784e-05,2.2323271453659985e-05,9.02928521884588e-05,7.690390232568351e-05,5.662632955657181e-05,7.792455468382222e-05,1.843170742677524e-05,1.1983046103467608e-05,9.809215078170568e-05,4.104510258536197e-05,2.8672890314115955e-05,2.526248833985872e-05,2.9398866831113865e-05,1.055657886658409e-05,0.0001169468944597,8.304775620711362e-05,3.359755569882507e-05,3.6696989051381846e-05,2.5673073109718884e-05,0.0,0.0001318903280788,2.812723228746396e-05,0.0001054996491199,6.093978764005991e-05,2.6935374819012123e-05,2.2712313766764783e-05,9.746778630202406e-05,7.060285513150967e-05,0.0001016277257411,1.7091427843181025e-05,5.958249023627663e-05,7.355290019081049e-05,0.0001410824515823,6.972591697968076e-05,0.0001206949187716,4.2470145395709576e-05,0.0001269101416281,1.2354748441023296e-05,0.000146283761602,9.045101276999814e-05,4.656251427256177e-05
ACSL3,7.876600085336825e-06,4.153185296896497e-06,0.0001343524856438,5.297276630695571e-05,7.68930312457841e-05,6.160270002173873e-05,5.185029149149593e-05,0.0001068806149669,5.679984178305223e-05,8.946822005906214e-06,6.505263012524484e-05,2.643776835476817e-05,3.239286560596735e-05,2.181421977300032e-05,0.0001157404976234,0.0001025488026349,9.547987483799528e-05,6.923511674882583e-05,2.38626951573602e-05,1.15242866720337e-05,8.848498475875379e-05,3.4342548711700674e-05,4.255338057442725e-05,6.725647410759176e-06,2.929577108608294e-05,1.731827509188613e-05,0.0001465337104491,0.0001360428166554,2.505760887452358e-05,3.2461243690189386e-05,2.1529149388017226e-05,1.0033435123618883e-06,0.0001082480060423,1.8783740611611087e-05,7.833011336545884e-05,7.490624482989842e-05,3.499527564515988e-05,4.791524031036636e-05,0.0001113550030302,5.276089440705739e-05,8.128729161925906e-05,1.167218442942968e-05,5.40025468686986e-05,7.618143864432522e-05,8.576827790055953e-05,2.2631349375304736e-05,4.786964050418655e-05,3.179089924483996e-05,9.834515942689108e-05,1.030032811025282e-05,0.0001017395013934,5.800128259739378e-05,3.5254365221280605e-05
ALDH6A1,2.294025439006912e-05,0.0,4.7414673011493205e-05,4.7395675837357e-05,2.514053655032308e-05,8.800962403795545e-06,0.0,8.425739608045757e-05,0.0,0.0,4.709962533689935e-05,1.00832973503716e-05,0.0,0.0,2.736512739243805e-05,0.0,2.7464015202626337e-06,0.0,0.0,0.0,7.952618304983744e-05,7.359013274448608e-07,0.0,0.0,1.1027441942391217e-06,0.0,1.8850220698250376e-05,6.821706983310805e-05,2.3460997837080607e-06,3.408886721695359e-06,2.0523169797484049e-07,0.0,2.9026502993736763e-05,3.463674377504962e-05,2.08074233677669e-05,3.424888493376615e-06,3.3272733000320024e-05,0.0,5.9371682469185065e-05,3.5553111354476946e-05,6.596960898700227e-06,0.0,0.0,2.521674924609772e-05,4.177594964410731e-05,7.118756239255286e-05,9.297338528054012e-05,7.453657468503543e-05,1.3378245183306083e-05,4.375097682081051e-05,0.0001131672616029,2.0320586882775933e-05,0.0
GYS1,0.0002051563239137,8.966877824611327e-05,0.0016184685492019,0.0005137465059759,0.0006723942290883,0.0006429846711597,0.0005472578810037,0.0006235852487658,0.0002473076138451,0.0001625148502833,0.0001591900129981,0.0001205133211147,0.0001015504756632,0.000132054141083,0.0003943971249,0.0005779162110249,0.000307469500168,0.0003690748918265,0.0002472240603843,9.528679587770912e-05,0.0008206629915217,0.000203939014651,0.0002156100443536,0.0001272497707552,0.0001419551211805,0.0001047360282401,0.0004721143207565,0.0003939345343511,0.0001252915034623,0.0001915417931478,0.00012205996054,0.0001113075771349,0.000979929369257,0.000343199113867,0.0005678056768298,0.0003147407805104,0.0002284928347783,0.0002438340192992,0.0004259998093434,0.0002178772932552,0.0002910158995178,0.0001417826823548,0.0004089214190531,0.000530234464831,0.0010121274401861,0.0002239344702958,0.0002845159697931,0.000203555825296,0.0003614276236491,0.0001502328278908,0.0004373302766132,0.0003426770869218,0.0001677772255769
LANCL1,0.0,0.0,8.64034988404715e-05,1.6091287074762656e-05,1.1813938107981023e-05,4.526358724583889e-05,1.7746506014162408e-05,0.0,0.0,0.0,1.761756734000191e-05,9.925397695356163e-06,0.0,0.0,0.0,0.0,0.0,3.700199459863375e-06,0.0,0.0,0.0001311384193977,1.884159619605797e-05,1.321207154884398e-05,1.316535237464897e-05,0.0,0.0,0.0,0.0,0.0,9.40781430565002e-06,0.0,0.0,2.635318155291447e-05,0.0,0.0,0.0,0.0,0.0,2.633431663161919e-05,1.0027829555993738e-05,0.0,0.0,0.0,0.0,5.1574966252394175e-05,1.2008522503640438e-06,0.0,1.7404882369830147e-05,3.288416248367338e-05,0.0,2.633837161217597e-05,0.0,0.0
ATP2A2,0.0001724850682159,0.0001295498402865,0.0014689532858076,0.0002921454913696,0.0003092444428367,0.0022045420185502,0.0005010956045438,0.0010798282528816,0.000349979301976,5.646155482814934e-05,0.000435688344428,0.0003582218492528,0.0003013149740592,0.0001594438211176,0.0004960393628265,0.0004516532903403,0.0003284303192726,0.0004763658236959,0.0004684429025296,4.8398827457958e-05,0.0003855895409898,0.000413021668583,0.0003831027150979,7.677024504789876e-05,0.000156209961222,9.891274068555512e-05,0.0005561617120634,0.0002483889034012,0.0002434701550877,0.0002306841504241,9.392052351598498e-05,0.0032986738938291,0.0200994206956781,0.0070778431529973,0.0158630750915957,0.0148545611124279,0.0092058488780756,0.0113636927741898,0.0225404378662543,0.0131122262145953,0.0151942321132059,0.0055399503091323,0.015030510960161,0.0134349100325023,0.0196839191758203,0.0074538653568276,0.0119560173880764,0.0086045071733496,0.0075985562520374,0.0048366480898597,0.0054855263055252,0.0117484958435825,0.0028678881204094
C1QBP,1.6256246839884787e-05,0.0,0.0004356583298449,1.3364908058790305e-06,2.541921780526195e-05,4.857893656203495e-05,4.414619987728864e-05,0.0001033966585004,0.0,0.0,3.81323863830976e-06,1.0065276449033536e-06,0.0,0.0,2.39818601005387e-05,6.610872873710073e-06,9.443034177388385e-06,2.352470596104009e-05,0.0,0.0,9.310008032146726e-05,1.612762928799126e-06,0.0,0.0,0.0,0.0,0.0001508602668496,7.896274088738038e-05,2.2522164061165632e-05,1.1037313389721188e-05,0.0,1.000110212798478e-05,0.0001397825232713,3.192834919452803e-07,1.9243685907150635e-05,1.610011159540512e-05,0.0,0.0,6.296782587002755e-05,1.7026399585601265e-06,3.919652042356712e-06,0.0,1.528333032668433e-06,0.0001062750024832,0.0002110802952135,2.2304823623568324e-06,8.851957000541885e-05,2.425790706447235e-05,7.764301653118444e-05,2.311452383580176e-05,0.0002115598246487,7.09872110295777e-05,2.6123748720030657e-05
MCCC2,4.124916640226915e-06,0.0,0.0001065364669172,1.1514364193965016e-05,2.7705147798597308e-05,3.3721383418584234e-05,1.5382749648399603e-05,4.1393395464046345e-05,0.0,0.0,2.6096992598128984e-05,1.0299689058078688e-05,8.16477107040216e-07,0.0,5.433971040723194e-05,2.555026120959229e-06,2.782224794751701e-06,1.0996578796751264e-05,7.537356572215144e-07,0.0,4.717248600372654e-05,1.629134118139856e-06,2.3571996213658567e-06,0.0,1.473806567965602e-06,0.0,3.300006083542981e-05,1.64099202041155e-05,1.1537476109875013e-06,2.279537046174909e-06,1.9750314856811802e-07,0.0,5.80706704868148e-05,9.728975525317402e-06,3.824037071320157e-05,3.891041357676183e-06,5.775634244465718e-06,2.066821608763919e-07,5.899677716760068e-05,2.015163787979828e-05,3.453239950503989e-05,2.052245494861944e-06,3.701448865827538e-07,4.507065233852009e-06,5.43978695793396e-05,2.1729712364589644e-05,5.233955550865057e-05,3.392341767281718e-05,2.5392480514419463e-05,9.433006389942733e-06,6.644146898880398e-05,1.0381272768270628e-05,1.6554398474475172e-06
MDH2,0.0015514871944928,0.0008193385877167,0.00790929876345,0.0017171316425805,0.0030187087707422,0.0024442219833387,0.0003815577671115,0.0023729720014995,0.0003160341023535,0.0004843579549954,0.0019146108247294,0.0013773425189659,0.0008635885440812,0.0002047408847196,0.0032028542269627,0.0002884988749078,0.0006966681485926,0.0010080713320218,0.0001429328862774,4.209099792506422e-05,0.0019145116954309,0.0011909014305402,0.0006285952984207,0.0006089686688203,0.0005693082550612,0.0003085315638556,0.0017290950904565,0.0023960839612953,0.0007539224819457,0.0007450119268027,0.0004835424158545,0.0006295610555553,0.0032864791037157,0.0011154190401927,0.0032687883187357,0.0008538048015227,0.0013874941757885,0.0001038345763612,0.0031450511749627,0.0014957805011588,0.0016427816375922,0.0005173756254674,0.0003502738616346,0.0007645781888108,0.0030984341634343,0.0011605590323843,0.0027919481792694,0.0014997353142439,0.0035370135925572,0.0009631260142174,0.0036377172461162,0.0023401726514492,0.0016461629895034
XIRP1,2.709773109403602e-05,1.540585921963174e-05,0.0002703411524271,9.67885194549628e-05,0.000119895536931,0.0001194403310245,0.0001035813481079,0.0001319601075223,8.503919439724237e-05,3.808794474903823e-05,0.0001011742035084,5.541544664623321e-05,2.700550813231751e-05,2.845244389983129e-05,0.0001112223757552,5.616335153807127e-05,9.358697445245556e-05,6.917342327402576e-05,5.344269113175124e-05,9.97610498689358e-06,0.000120368752104,4.9229992683922e-05,6.314903123502482e-05,1.548919719749454e-05,3.8027653566867855e-05,2.365374813798925e-05,9.355504182625993e-05,9.687449866352612e-05,3.6209086020503165e-05,2.5385550286966065e-05,2.744125126562699e-05,2.681348159712354e-05,0.0002708363188382,0.0001274870396222,0.000173094498136,0.0001248273010376,0.0001034847481763,7.650638770740419e-05,0.0002152663504384,0.0001465911565567,0.0001396670932067,7.915158171165015e-05,9.894030640540095e-05,0.00025913129211,0.0002978381001958,0.0002580003346285,0.0002145965043097,0.0002295578745478,9.524918872937942e-05,0.0001111879391279,0.0002532996161348,0.0001001224115943,4.288843395050224e-05
HADH,0.0003661572021431,0.0002105992108041,0.0009507769851512,0.0002419389596964,0.0004314940055299,0.0002964246476724,0.0001308173228381,0.000412939085948,0.0001274250740653,0.0001448451396141,0.0004104928162532,0.000244096423453,0.0001212795967802,1.783503815705975e-05,0.000546017033642,0.0001326742897173,9.739616543912182e-05,0.0001055334024671,0.0001159111977405,6.901233563826896e-06,0.0002516823707695,0.0002050623299334,0.0002057048707239,0.0001822163702819,7.078236253107358e-05,0.0001159994219778,0.0003117287272742,0.0002916920021264,0.000207298766757,0.0001663873893091,5.4730113284649097e-05,7.540248430027204e-05,0.0005049355638134,0.0002498154256357,0.0005998619094154,0.0001227668756399,0.0002543369334728,1.3330169021889691e-05,0.000830379172916,0.0003397664222864,0.0004320624964416,0.0001556229370429,5.614447877204331e-05,0.0002905152778046,0.0005522266511873,0.0004451417647874,0.0005602150816133,0.0005591820834489,0.0004911856075251,0.0004013775763825,0.000794063602806,0.000388976764338,0.0002460300363081
SDHB,0.0005789831422201,0.0002263594201337,0.002789106738794,0.0009256083494203,0.0013733995418661,0.0011999190751748,0.000868573732702,0.0015940087750277,0.0005799880506798,0.0002226912606133,0.0005389950729788,0.0003025128372835,0.0003427363834358,0.0003769947529256,0.0014894225574324,0.0011035487997177,0.0010502586386182,0.0011842876861641,0.0005406208974585,0.0002630329834714,0.0010429093814434,0.0004674989618039,0.0004731434829703,0.0002020713845626,0.0003099837473841,0.0001540852607997,0.0013422128787138,0.0010776313847918,0.0004385192163498,0.0003446007433541,0.0003495193112323,0.0001614497778072,0.001689393548223,0.0006025296775046,0.0012099843046378,0.0009087258500433,0.0004668866142049,0.000474620922284,0.0008681531361193,0.0005737921191816,0.0007722041645141,0.0003913611778829,0.0007367734954351,0.0012157206727526,0.0016232749261272,0.0008420099188086,0.0011644432127429,0.0008348684071851,0.0014469001213164,0.0005088388851558,0.0015250123819908,0.0008761340312072,0.0006640974906223
YBX3,9.325763928856348e-05,2.8668855760684524e-05,0.0001961781123946,0.000298324038669,0.0002396606432534,0.0004732073196855,0.0006646118715889,5.315435128294379e-05,1.380465320711084e-05,2.406208630311056e-05,0.000106616993725,1.4057206518017012e-05,0.0,6.029809049514063e-06,4.608946466909142e-05,2.411573582376735e-05,9.87483398702423e-06,0.0005999145555101,0.0,0.0,0.0018536439192082,1.235887392269703e-05,2.8488944862264573e-05,1.2968955447509908e-05,0.0,9.419358347097597e-06,7.479126519146721e-05,6.531941983807947e-05,2.673070870525853e-06,9.463674124577972e-06,5.621238986142813e-07,0.0,0.0002213042059944,7.793446735055893e-05,5.475203968908827e-05,3.07120572986294e-05,5.925453279361883e-05,1.789523133307997e-05,5.8114752213036535e-05,1.7718032981011072e-05,1.4118859431411906e-05,1.198756099666938e-05,2.117048984080004e-05,0.0004992108381249,0.0002733468772624,9.740814284248288e-05,7.756059213999604e-05,5.226531013142831e-05,5.551886535980374e-05,3.9003472727034376e-05,0.0009462948650752,1.8954590875713777e-05,1.0276810373999171e-06
NRAP,6.463834337152638e-06,0.0,0.0001415338695668,2.0571340687337e-05,4.639167748903692e-05,4.532918157968797e-05,5.010412515344663e-05,3.0902247465401594e-05,1.3734530820096804e-05,7.424441053044981e-06,2.47705285897242e-05,1.5494019463461205e-05,1.70518305492358e-05,6.893983693723788e-06,6.095142558246256e-05,4.0787371333246007e-05,2.005876731699201e-05,2.6023623235783617e-05,3.845698299562355e-05,4.243969087333372e-06,0.0001024852618294,3.444708963191924e-05,5.5202889422267286e-05,4.480264117233035e-06,3.377262290352533e-05,1.216998028047543e-05,0.0001135207333634,7.136885980442582e-05,1.2141758716115492e-05,2.3955055009839027e-05,9.612564392254022e-06,3.5553823759227865e-06,6.223200467010142e-05,2.4537467536410048e-05,1.5646054799057255e-05,1.915529094668302e-05,1.7490355311620655e-05,1.7587655031548936e-05,3.0528204474765424e-05,1.5239832673598474e-05,1.754997964451955e-05,2.0036197396987485e-05,2.659647278618305e-05,8.341364441153274e-05,0.0001105339972125,9.06206870144688e-05,7.958959783939026e-05,8.221338110107292e-05,4.258737105770273e-05,3.738487932819954e-05,0.0001672635282653,3.3279691531736914e-05,1.0530803747397736e-05
RAB12,5.2932099706774e-06,0.0,3.504261810683992e-05,4.688713946840252e-06,1.2808109443539534e-05,1.1986326076335651e-05,7.971784945080321e-06,1.0649656646860063e-05,3.753736946426454e-06,0.0,4.925382333141013e-06,9.296972928865437e-06,2.948670076689172e-06,4.189301213886313e-07,1.5190110254181566e-05,1.431760628842457e-05,1.0639427847134595e-05,1.1943817152649703e-05,4.871968386786892e-06,9.167223794525934e-07,2.593050850172453e-05,9.407634618621908e-06,8.365938206730286e-06,2.3276328126021006e-06,4.758461882025506e-06,3.1301662810286662e-06,1.7295912498067487e-05,9.82469189876609e-06,8.667509943749769e-06,0.0,5.202887242929208e-06,0.0,2.104962588854918e-05,6.888408662338669e-06,8.149519346111255e-06,1.0202492525823336e-05,4.888536910951903e-06,1.1593654112314746e-05,1.3276718124730405e-05,2.417906642706583e-06,6.893805353688115e-06,0.0,1.0398574926686953e-05,3.022493749861321e-05,2.760776792615805e-05,1.165016986097328e-05,1.1102714887650957e-05,1.091485817983622e-05,8.313979125602533e-06,3.642009129868876e-06,2.0950157622522776e-05,8.902631452827784e-06,1.8769582398893048e-06
ALPK3,1.1453600008247209e-07,0.0,8.116906057201854e-06,5.311062501877636e-06,6.0468989496735724e-06,4.870483710890072e-06,1.676937500385553e-07,3.829599900800053e-06,3.0932743333863902e-06,2.3789257382156453e-07,0.0,1.0200406857782069e-07,0.0,1.944762654838561e-07,1.6195507980728734e-06,1.7444295890220028e-06,6.410446489811961e-07,4.763734528578715e-06,2.165359796612957e-06,0.0,5.7950295333302445e-06,0.0,2.672602565368063e-06,0.0,0.0,3.243540014471585e-07,2.2736876837774105e-06,1.9282095221452234e-06,0.0,0.0,0.0,0.0,1.7610743327875306e-06,2.889034666278053e-07,5.048421441815959e-07,3.798774660548251e-06,1.5764815229678408e-06,1.491372802983438e-06,0.0,3.5647182424610814e-06,2.5201648976044106e-06,2.269161983949829e-07,2.009586531236063e-06,0.0,1.5970014641757531e-06,2.271236110561967e-06,2.0514803051494024e-06,2.288856746070933e-06,7.650925925255095e-07,3.852282036199813e-06,3.4136724241113945e-06,0.0,4.425735130230617e-06
LMNB2,1.948400863761889e-05,0.0,0.0002159419921495,0.0001424136145877,0.0001417660236413,0.0001634861053547,0.0001214857029246,0.0001034522198917,0.000130365628553,2.333754459464233e-05,0.0001175574693159,0.000116498599817,9.697019415857447e-05,8.821929659151416e-05,0.0001457042757602,0.0002003513894504,0.0001695084509253,0.0001845535880622,0.0001206117212398,0.000108495029499,0.000180569869808,0.0001564544035723,0.0001146276239961,0.0001100246432105,0.0001187435825407,0.0001261363785228,0.0002788332236936,0.0002344821943699,0.0001478484461798,0.0001386797568315,0.0001719304167111,2.1647830086016936e-05,0.0001840518872173,7.503623168107078e-05,0.0001500286619579,0.0001139267069228,7.664756742153386e-05,8.864841102580311e-05,0.0002055877348468,0.0001396870205471,0.0001108926003898,7.90243800255111e-05,0.0001150849939635,0.0002013032357106,0.0001599637903906,0.0001005383432837,0.0001995008708033,0.0001316785755618,0.0002037566752286,6.275205869722793e-05,0.0002229807041051,0.0001145636027388,8.925182607516448e-05
SCCPDH,7.265773827701471e-05,3.647837708146259e-05,8.71691750956622e-05,0.000110936234198,0.0001144998346302,8.226652773304486e-05,0.0001065585317664,0.0001235091402321,0.0001519916840939,3.215702871158613e-05,0.0001358788513704,0.0001453048886598,8.741357768189831e-05,8.489235864177426e-05,0.0001416132908101,1.643430570486056e-05,9.932524920970696e-05,9.618861812850568e-05,0.0001020796375065,6.95553342115703e-05,9.927356786104074e-06,0.0001142625673865,7.805620284706255e-05,6.847826208616304e-05,8.369093338190659e-05,7.458844901927448e-05,4.316515259941672e-05,9.66513667939966e-06,0.0001174476241752,9.267721107940856e-05,0.0001072745925606,5.660941347250804e-05,0.0003280409452965,0.0001382608653531,0.0001900008320924,0.0002170999194537,0.0001830918904678,0.0001597129738269,0.0004145179662034,0.0002860888556639,0.0002320055499377,0.0001180090748405,0.0002719393071312,0.0002406054800277,0.0002902994622607,0.0001611429914246,0.0001765686743204,0.0002240506683305,0.0001660750404074,0.0001429471120437,8.939047568824297e-05,0.0001621827186986,0.0001820235185843
HIBCH,1.827755672704589e-05,0.0,9.428259112602664e-05,1.1546230050840034e-05,3.80487105597978e-05,4.610290659176513e-05,0.0,3.588011011550398e-05,0.0,0.0,2.7283253706112667e-05,2.9546799677699867e-05,3.1300328050485888e-06,0.0,5.5649986118377536e-05,0.0,8.914406432815806e-06,7.371691716727586e-06,0.0,0.0,2.2902982342044235e-05,1.0158384763996094e-05,0.0,4.3481142282279496e-06,0.0,1.069635331723718e-06,2.541988665290267e-05,3.913068530917802e-05,8.823905587946855e-06,0.0,0.0,0.0,5.256634388624936e-05,4.222503790386065e-06,6.886179156054335e-05,0.0,2.678074684077428e-05,0.0,4.699221693524308e-05,2.178968418031916e-05,1.8954092592185857e-05,2.3142425757139782e-06,3.132291512486682e-06,9.96041245864475e-06,4.819065874687304e-05,6.079331155361223e-06,1.100282733170949e-05,1.4294676833539651e-05,2.4461188802916533e-05,8.30964536260974e-06,5.343932371318775e-05,2.1883652816768108e-05,7.556124337085928e-06
COX6C,0.0022221051858073,0.0011412057293416,0.0027076029323245,0.0066562453009234,0.0074418168848878,0.0064763919252297,0.0043669527234839,0.0058917892117798,0.0053423958327379,0.0051312257187827,0.0043225687354836,0.0040770158445825,0.0042665549556366,0.0040363919556698,0.0034532226341294,0.0033305262281302,0.0047448080994801,0.0050697262015903,0.0050715115166887,0.0029273532844079,0.0017463129937745,0.0024202928784644,0.0017826548315532,0.0015131837974679,0.0011793234587059,0.0012255942752513,0.0031826430001947,0.0040988919270144,0.0026597704860987,0.0026286411541058,0.0018920592150877,0.0019401118416959,0.008737961882134,0.005874734207566,0.005971756083143,0.0063231770543465,0.0041530408478718,0.0047142486293069,0.0058098497527153,0.0058689145542066,0.0063865667734795,0.0044178219723888,0.0038779215576564,0.0029761482346339,0.0023135560119642,0.0047331272403475,0.0052582033089714,0.0032300782411996,0.0048025280386656,0.0033821044712379,0.0047250335777583,0.0044373146806744,0.002297952648629
